subject,actual_living_space,age,employment,gender,justice,political_attitude,relative_justice,treatment,units,version
42290,75,1995,1,1,0,1,9,2,1400,2
42290,75,1995,1,1,0,1,0,2,1600,2
42290,75,1995,1,1,0,1,-7,2,1800,2
42290,75,1995,1,1,0,1,,2,2000,2
42291,130,1993,1,1,0,6,0,2,0,2
42291,130,1993,1,1,.02,6,0,2,200,2
42291,130,1993,1,1,.050000001,6,0,2,400,2
42291,130,1993,1,1,.1,6,0,2,600,2
42291,130,1993,1,1,.15000001,6,0,2,800,2
42291,130,1993,1,1,.2,6,0,2,1000,2
42291,130,1993,1,1,.60000002,6,0,2,1200,2
42291,130,1993,1,1,.69999999,6,0,2,1400,2
42291,130,1993,1,1,.80000001,6,0,2,1600,2
42291,130,1993,1,1,.94999999,6,0,2,1800,2
42291,130,1993,1,1,1,6,,2,2000,2
42292,160,1993,1,2,0,4,10,2,0,2
42292,160,1993,1,2,.1,4,4,2,200,2
42292,160,1993,1,2,.2,4,4,2,400,2
42292,160,1993,1,2,.30000001,4,4,2,600,2
42292,160,1993,1,2,.40000001,4,5,2,800,2
42292,160,1993,1,2,.5,4,3,2,1000,2
42292,160,1993,1,2,.60000002,4,2,2,1200,2
42292,160,1993,1,2,.69999999,4,0,2,1400,2
42292,160,1993,1,2,.80000001,4,0,2,1600,2
42292,160,1993,1,2,.89999998,4,0,2,1800,2
42292,160,1993,1,2,1,4,,2,2000,2
42293,90,1996,1,2,0,3,10,2,0,2
42293,90,1996,1,2,.050000001,3,7,2,200,2
42293,90,1996,1,2,.1,3,7,2,400,2
42293,90,1996,1,2,.15000001,3,7,2,600,2
42293,90,1996,1,2,.2,3,7,2,800,2
42293,90,1996,1,2,.40000001,3,7,2,1000,2
42293,90,1996,1,2,.60000002,3,7,2,1200,2
42293,90,1996,1,2,.80000001,3,0,2,1400,2
42293,90,1996,1,2,.89999998,3,0,2,1600,2
42293,90,1996,1,2,.94999999,3,0,2,1800,2
42293,90,1996,1,2,1,3,,2,2000,2
42294,60,1990,1,2,0,6,0,2,0,2
42294,60,1990,1,2,.1,6,0,2,200,2
42294,60,1990,1,2,.2,6,0,2,400,2
42294,60,1990,1,2,.30000001,6,0,2,600,2
42294,60,1990,1,2,.40000001,6,0,2,800,2
42294,60,1990,1,2,.5,6,7,2,1000,2
42294,60,1990,1,2,.60000002,6,10,2,1200,2
42294,60,1990,1,2,.69999999,6,10,2,1400,2
42294,60,1990,1,2,.80000001,6,10,2,1600,2
42294,60,1990,1,2,.89999998,6,10,2,1800,2
42294,60,1990,1,2,1,6,,2,2000,2
42296,50,1987,1,1,0,2,5,2,0,2
42296,50,1987,1,1,.050000001,2,0,2,200,2
42296,50,1987,1,1,.1,2,0,2,400,2
42296,50,1987,1,1,.15000001,2,0,2,600,2
42296,50,1987,1,1,.2,2,0,2,800,2
42296,50,1987,1,1,.34999999,2,8,2,1000,2
42296,50,1987,1,1,.40000001,2,9,2,1200,2
42296,50,1987,1,1,.5,2,9,2,1400,2
42296,50,1987,1,1,1,2,9,2,1600,2
42296,50,1987,1,1,1,2,9,2,1800,2
42296,50,1987,1,1,.89999998,2,,2,2000,2
42297,20,1980,1,1,1,9,-3,2,0,2
42297,20,1980,1,1,.28,9,6,2,200,2
42297,20,1980,1,1,.30000001,9,7,2,400,2
42297,20,1980,1,1,.31,9,7,2,600,2
42297,20,1980,1,1,.41999999,9,8,2,800,2
42297,20,1980,1,1,.5,9,5,2,1000,2
42297,20,1980,1,1,.52999997,9,6,2,1200,2
42297,20,1980,1,1,.60000002,9,6,2,1400,2
42297,20,1980,1,1,.66000003,9,5,2,1600,2
42297,20,1980,1,1,.81999999,9,-8,2,1800,2
42297,20,1980,1,1,.91000003,9,,2,2000,2
